"Gene","Non-unique Gene name","Annotation","No. isolates","No. sequences","Avg sequences per isolate","Genome Fragment","Order within Fragment","Accessory Fragment","Accessory Order with Fragment","QC","Min group size nuc","Max group size nuc","Avg group size nuc","ERR026473","ERR026474","ERR026478","ERR026481","ERR026482","ERR029206","ERR029207"
"group_1339","","hypothetical protein","7","7","1","26","39","","","","362","362","362","IABJFMEL_02302","FNKIIBCC_02353","KLCLGNMD_02299","LJFBHMDO_02561","FJKEEGCC_01976","LCKBFCAL_02378","GLGINFII_02533"
"gph_2","","Phosphoglycolate phosphatase","7","7","1","3","149","","","","386","437","429","IABJFMEL_02219","FNKIIBCC_03066","KLCLGNMD_02658","LJFBHMDO_00679","FJKEEGCC_03115","LCKBFCAL_03330","GLGINFII_01627"
"group_1340","","Long-chain-fatty-acid--CoA ligase FadD15","7","7","1","10","73","","","","1388","1388","1388","IABJFMEL_00373","FNKIIBCC_00333","KLCLGNMD_01046","LJFBHMDO_01472","FJKEEGCC_01329","LCKBFCAL_00765","GLGINFII_00958"
"group_1341","","hypothetical protein","7","7","1","12","4","","","","845","845","845","IABJFMEL_00765","FNKIIBCC_00712","KLCLGNMD_01331","LJFBHMDO_00708","FJKEEGCC_00736","LCKBFCAL_01088","GLGINFII_01208"
"group_1342","","hypothetical protein","7","7","1","29","39","","","","1037","1037","1037","IABJFMEL_02360","FNKIIBCC_03939","KLCLGNMD_02722","LJFBHMDO_02627","FJKEEGCC_03951","LCKBFCAL_02782","GLGINFII_02988"
"group_1343","","hypothetical protein","7","7","1","4","115","","","","1130","1130","1130","IABJFMEL_02974","FNKIIBCC_02789","KLCLGNMD_00511","LJFBHMDO_02599","FJKEEGCC_02482","LCKBFCAL_01607","GLGINFII_00365"
"glbN","","Group 1 truncated hemoglobin GlbN","7","7","1","10","81","","","","410","410","410","IABJFMEL_00381","FNKIIBCC_00341","KLCLGNMD_01054","LJFBHMDO_01480","FJKEEGCC_01337","LCKBFCAL_00757","GLGINFII_00950"
"fgd2_4","","F420-dependent hydroxymycolic acid dehydrogenase","7","7","1","27","20","","","","866","866","866","IABJFMEL_02478","FNKIIBCC_04002","KLCLGNMD_03995","LJFBHMDO_03273","FJKEEGCC_03318","LCKBFCAL_04000","GLGINFII_03993"
"group_1346","","hypothetical protein","7","7","1","2","87","","","","866","866","866","IABJFMEL_00557","FNKIIBCC_01110","KLCLGNMD_01229","LJFBHMDO_00435","FJKEEGCC_01030","LCKBFCAL_01362","GLGINFII_00998"
"malQ","","4-alpha-glucanotransferase","7","7","1","5","66","","","","2183","2183","2183","IABJFMEL_03290","FNKIIBCC_03263","KLCLGNMD_03380","LJFBHMDO_03147","FJKEEGCC_03248","LCKBFCAL_03470","GLGINFII_03461"
"aroQ","","3-dehydroquinate dehydratase","7","7","1","37","13","","","","443","443","443","IABJFMEL_02713","FNKIIBCC_02645","KLCLGNMD_03030","LJFBHMDO_02952","FJKEEGCC_02829","LCKBFCAL_03107","GLGINFII_03206"
"yflN","","putative metallo-hydrolase YflN","7","7","1","4","158","","","","818","818","818","IABJFMEL_00974","FNKIIBCC_00439","KLCLGNMD_00470","LJFBHMDO_00518","FJKEEGCC_00649","LCKBFCAL_01648","GLGINFII_00406"
"group_135","","hypothetical protein","7","7","1","2","42","","","","824","866","836","IABJFMEL_02266","FNKIIBCC_02421","KLCLGNMD_02623","LJFBHMDO_00481","FJKEEGCC_02397","LCKBFCAL_02670","GLGINFII_02840"
"fadD3_1","","3-[(3aS,4S,7aS)-7a-methyl-1,5-dioxo-octahydro-1H-inden-4-yl]propanoyl:CoA ligase","7","7","1","17","55","","","","1523","1523","1523","IABJFMEL_01217","FNKIIBCC_01045","KLCLGNMD_01503","LJFBHMDO_02394","FJKEEGCC_02084","LCKBFCAL_01532","GLGINFII_01792"
"group_1351","","Nucleoid-associated protein","7","7","1","7","95","","","","383","383","383","IABJFMEL_00258","FNKIIBCC_00721","KLCLGNMD_00852","LJFBHMDO_00348","FJKEEGCC_00427","LCKBFCAL_00389","GLGINFII_00701"
"mutB_1","","putative methylmalonyl-CoA mutase large subunit","7","7","1","10","27","","","","2252","2252","2252","IABJFMEL_00432","FNKIIBCC_00392","KLCLGNMD_01105","LJFBHMDO_01653","FJKEEGCC_01454","LCKBFCAL_00706","GLGINFII_00899"
"group_1353","","hypothetical protein","7","7","1","4","97","","","","314","314","314","IABJFMEL_03775","FNKIIBCC_02807","KLCLGNMD_00529","LJFBHMDO_02617","FJKEEGCC_02464","LCKBFCAL_01589","GLGINFII_00347"
"desA3","","NADPH-dependent stearoyl-CoA 9-desaturase","7","7","1","2","84","","","","1283","1283","1283","IABJFMEL_00560","FNKIIBCC_01107","KLCLGNMD_01232","LJFBHMDO_00438","FJKEEGCC_01033","LCKBFCAL_01359","GLGINFII_00995"
"group_1355","","hypothetical protein","7","7","1","5","151","","","","377","377","377","IABJFMEL_01106","FNKIIBCC_01598","KLCLGNMD_02038","LJFBHMDO_01981","FJKEEGCC_00307","LCKBFCAL_02141","GLGINFII_02344"
"impA","","putative inositol 1-monophosphatase ImpA","7","7","1","6","106","","","","812","812","812","IABJFMEL_01040","FNKIIBCC_00914","KLCLGNMD_01312","LJFBHMDO_01210","FJKEEGCC_00931","LCKBFCAL_01236","GLGINFII_01923"
"wbbL","","N-acetylglucosaminyl-diphospho-decaprenol L-rhamnosyltransferase","7","7","1","2","118","","","","923","923","923","IABJFMEL_00524","FNKIIBCC_01143","KLCLGNMD_01197","LJFBHMDO_00402","FJKEEGCC_00997","LCKBFCAL_01394","GLGINFII_01030"
"group_1358","","hypothetical protein","7","7","1","22","16","","","","674","674","674","IABJFMEL_01485","FNKIIBCC_01534","KLCLGNMD_01974","LJFBHMDO_01875","FJKEEGCC_01677","LCKBFCAL_02077","GLGINFII_02298"
"group_1359","","hypothetical protein","7","7","1","65","2","","","","164","164","164","IABJFMEL_04077","FNKIIBCC_04079","KLCLGNMD_04075","LJFBHMDO_04074","FJKEEGCC_04070","LCKBFCAL_04074","GLGINFII_04071"
"higA2_1","","Putative antitoxin HigA2","7","7","1","2","30","","","","323","347","326","IABJFMEL_02279","FNKIIBCC_04073","KLCLGNMD_02637","LJFBHMDO_00494","FJKEEGCC_02411","LCKBFCAL_02657","GLGINFII_02827"
"group_1360","","hypothetical protein","7","7","1","3","109","","","","821","821","821","IABJFMEL_02194","FNKIIBCC_03683","KLCLGNMD_03778","LJFBHMDO_03678","FJKEEGCC_03628","LCKBFCAL_03751","GLGINFII_03809"
"argJ","","Arginine biosynthesis bifunctional protein ArgJ","7","7","1","6","171","","","","1214","1214","1214","IABJFMEL_02921","FNKIIBCC_02919","KLCLGNMD_01260","LJFBHMDO_01179","FJKEEGCC_02998","LCKBFCAL_03262","GLGINFII_03276"
"cysE","","Serine acetyltransferase","7","7","1","2","336","","","","689","689","689","IABJFMEL_00653","FNKIIBCC_00600","KLCLGNMD_00368","LJFBHMDO_02909","FJKEEGCC_02787","LCKBFCAL_00020","GLGINFII_00319"
"group_1363","","Nitronate monooxygenase","7","7","1","17","47","","","","1067","1067","1067","IABJFMEL_01225","FNKIIBCC_01053","KLCLGNMD_01511","LJFBHMDO_02386","FJKEEGCC_02076","LCKBFCAL_01540","GLGINFII_01800"
"group_1364","","putative PPE family protein PPE40","7","7","1","21","47","","","","1937","1937","1937","IABJFMEL_01908","FNKIIBCC_02029","KLCLGNMD_02358","LJFBHMDO_03860","FJKEEGCC_03839","LCKBFCAL_02652","GLGINFII_02780"
"rnd","","Ribonuclease D","7","7","1","3","2","","","","1316","1316","1316","IABJFMEL_03824","FNKIIBCC_01417","KLCLGNMD_01803","LJFBHMDO_00603","FJKEEGCC_01544","LCKBFCAL_01885","GLGINFII_02209"
"group_1366","","hypothetical protein","7","7","1","13","76","","","","1241","1241","1241","IABJFMEL_00079","FNKIIBCC_00292","KLCLGNMD_00744","LJFBHMDO_00240","FJKEEGCC_00240","LCKBFCAL_00281","GLGINFII_00597"
"tcrX_3","","putative transcriptional regulatory protein TcrX","7","7","1","21","50","","","","743","743","743","IABJFMEL_01912","FNKIIBCC_02025","KLCLGNMD_02354","LJFBHMDO_02743","FJKEEGCC_02617","LCKBFCAL_02648","GLGINFII_02784"
"dxs_1","","1-deoxy-D-xylulose-5-phosphate synthase","7","7","1","3","3","","","","1916","1916","1916","IABJFMEL_03825","FNKIIBCC_01418","KLCLGNMD_01804","LJFBHMDO_00604","FJKEEGCC_01543","LCKBFCAL_01884","GLGINFII_02208"
"group_1369","","hypothetical protein","7","7","1","3","173","","","","992","992","992","IABJFMEL_03877","FNKIIBCC_01469","KLCLGNMD_01855","LJFBHMDO_00655","FJKEEGCC_01492","LCKBFCAL_01833","GLGINFII_02157"
"group_137","","hypothetical protein","7","7","1","14","11","","","","209","305","250","IABJFMEL_02351","FNKIIBCC_01920","KLCLGNMD_04064","LJFBHMDO_02280","FJKEEGCC_02422","LCKBFCAL_04063","GLGINFII_04057"
"group_1370","","hypothetical protein","7","7","1","23","33","","","","494","494","494","IABJFMEL_02130","FNKIIBCC_02225","KLCLGNMD_02562","LJFBHMDO_02508","FJKEEGCC_02312","LCKBFCAL_02578","GLGINFII_02762"
"group_1371","","hypothetical protein","7","7","1","5","86","","","Hypothetical protein with no hits to refseq/uniprot/clusters/cdd/tigrfams/pfam overlapping another protein with hits","182","182","182","IABJFMEL_01057","FNKIIBCC_03491","KLCLGNMD_03564","LJFBHMDO_03492","FJKEEGCC_00259","LCKBFCAL_03683","GLGINFII_03702"
"pkn1","","Serine/threonine-protein kinase pkn1","7","7","1","3","46","","","","899","899","899","IABJFMEL_02871","FNKIIBCC_02888","KLCLGNMD_03089","LJFBHMDO_02964","FJKEEGCC_02988","LCKBFCAL_03205","GLGINFII_01675"
"sdhC","","Succinate dehydrogenase 2 membrane subunit SdhC","7","7","1","2","169","","","","338","338","338","IABJFMEL_00471","FNKIIBCC_01973","KLCLGNMD_01144","LJFBHMDO_03218","FJKEEGCC_02019","LCKBFCAL_00190","GLGINFII_01083"
"group_1374","","hypothetical protein","7","7","1","10","42","","","","1559","1559","1559","IABJFMEL_00417","FNKIIBCC_00377","KLCLGNMD_01090","LJFBHMDO_01638","FJKEEGCC_01469","LCKBFCAL_00721","GLGINFII_00914"
"group_1375","","hypothetical protein","7","7","1","2","266","","","","1166","1166","1166","IABJFMEL_00581","FNKIIBCC_00530","KLCLGNMD_00296","LJFBHMDO_01898","FJKEEGCC_01747","LCKBFCAL_00091","GLGINFII_00248"
"group_1376","","putative SufE-like protein","7","7","1","2","137","","","","431","431","431","IABJFMEL_00505","FNKIIBCC_01939","KLCLGNMD_01178","LJFBHMDO_03127","FJKEEGCC_02053","LCKBFCAL_01413","GLGINFII_01049"
"ilvD","","Dihydroxy-acid dehydratase","7","7","1","1","65","","","","1727","1727","1727","IABJFMEL_00165","FNKIIBCC_00181","KLCLGNMD_00108","LJFBHMDO_00093","FJKEEGCC_00070","LCKBFCAL_00497","GLGINFII_00070"
"dmdB","","3-methylmercaptopropionyl-CoA ligase","7","7","1","33","27","","","","1631","1631","1631","IABJFMEL_03398","FNKIIBCC_03442","KLCLGNMD_03536","LJFBHMDO_03781","FJKEEGCC_03765","LCKBFCAL_03634","GLGINFII_03659"
"recB","","RecBCD enzyme subunit RecB","7","7","1","1","411","","","","3284","3284","3284","IABJFMEL_02024","FNKIIBCC_01295","KLCLGNMD_00970","LJFBHMDO_01605","FJKEEGCC_01411","LCKBFCAL_00627","GLGINFII_00819"
"group_138","","hypothetical protein","7","7","1","14","46","","","","359","1274","881","IABJFMEL_02353","FNKIIBCC_01922","KLCLGNMD_02843","LJFBHMDO_02278","FJKEEGCC_02420","LCKBFCAL_02902","GLGINFII_02407"
"group_1380","","hypothetical protein","7","7","1","12","55","","","","545","545","545","IABJFMEL_00724","FNKIIBCC_00671","KLCLGNMD_01372","LJFBHMDO_00749","FJKEEGCC_00777","LCKBFCAL_01047","GLGINFII_01249"
"rpsZ","","30S ribosomal protein S14 type Z","7","7","1","3","51","","","","185","185","185","IABJFMEL_02866","FNKIIBCC_02893","KLCLGNMD_03084","LJFBHMDO_02969","FJKEEGCC_02983","LCKBFCAL_03200","GLGINFII_01670"
"group_1382","","Putative monooxygenase","7","7","1","21","4","","","","305","305","305","IABJFMEL_01950","FNKIIBCC_01988","KLCLGNMD_02317","LJFBHMDO_02780","FJKEEGCC_02654","LCKBFCAL_02611","GLGINFII_02821"
"group_1383","","PE family protein PE13","7","7","1","1","527","","","","299","299","299","IABJFMEL_00805","FNKIIBCC_00063","KLCLGNMD_00603","LJFBHMDO_00849","FJKEEGCC_00565","LCKBFCAL_01128","GLGINFII_01142"
"yedK","","Putative SOS response-associated peptidase YedK","7","7","1","2","81","","","","758","758","758","IABJFMEL_00563","FNKIIBCC_01104","KLCLGNMD_01235","LJFBHMDO_00441","FJKEEGCC_01036","LCKBFCAL_01356","GLGINFII_00992"
"mec","","CysO-cysteine peptidase","7","7","1","26","47","","","","413","413","413","IABJFMEL_02310","FNKIIBCC_02345","KLCLGNMD_02307","LJFBHMDO_02569","FJKEEGCC_01968","LCKBFCAL_02386","GLGINFII_02525"
"folE","","GTP cyclohydrolase 1","7","7","1","6","24","","","","608","608","608","IABJFMEL_03557","FNKIIBCC_03604","KLCLGNMD_03711","LJFBHMDO_03635","FJKEEGCC_03602","LCKBFCAL_03732","GLGINFII_02905"
"rpfE","","Resuscitation-promoting factor RpfE","7","7","1","5","30","","","","566","566","566","IABJFMEL_01164","FNKIIBCC_01000","KLCLGNMD_01450","LJFBHMDO_01516","FJKEEGCC_00373","LCKBFCAL_02469","GLGINFII_01564"
"group_1388","","hypothetical protein","7","7","1","49","13","","","","245","245","245","IABJFMEL_03498","FNKIIBCC_03535","KLCLGNMD_03640","LJFBHMDO_03548","FJKEEGCC_03524","LCKBFCAL_03709","GLGINFII_03776"
"rpoB","","DNA-directed RNA polymerase subunit beta","7","7","1","1","373","","","","3518","3518","3518","IABJFMEL_01741","FNKIIBCC_01809","KLCLGNMD_00928","LJFBHMDO_02140","FJKEEGCC_01902","LCKBFCAL_00585","GLGINFII_00777"
"fic","","putative adenosine monophosphate-protein transferase fic","7","7","1","29","29","","","","572","635","617","IABJFMEL_02371","FNKIIBCC_02743","KLCLGNMD_02733","LJFBHMDO_02638","FJKEEGCC_02860","LCKBFCAL_02793","GLGINFII_02977"
"group_1390","","hypothetical protein","7","7","1","5","128","","","","311","311","311","IABJFMEL_01083","FNKIIBCC_01621","KLCLGNMD_02015","LJFBHMDO_01958","FJKEEGCC_00284","LCKBFCAL_02118","GLGINFII_02367"
"fpg1","","Formamidopyrimidine-DNA glycosylase 1","7","7","1","59","1","","","","869","869","869","IABJFMEL_03945","FNKIIBCC_03933","KLCLGNMD_03952","LJFBHMDO_03953","FJKEEGCC_03935","LCKBFCAL_03941","GLGINFII_03947"
"group_1392","","hypothetical protein","7","7","1","17","71","","","","920","920","920","IABJFMEL_01201","FNKIIBCC_01029","KLCLGNMD_01487","LJFBHMDO_02410","FJKEEGCC_02100","LCKBFCAL_01516","GLGINFII_01776"
"group_1393","","Putative fatty-acid--CoA ligase FadD10","7","7","1","34","4","","","","1598","1598","1598","IABJFMEL_03097","FNKIIBCC_02205","KLCLGNMD_02542","LJFBHMDO_02464","FJKEEGCC_02231","LCKBFCAL_02488","GLGINFII_02640"
"group_1394","","Cytochrome P450 144","7","7","1","5","70","","","","1214","1214","1214","IABJFMEL_03294","FNKIIBCC_03267","KLCLGNMD_03384","LJFBHMDO_03143","FJKEEGCC_03244","LCKBFCAL_03474","GLGINFII_03457"
"group_1395","","hypothetical protein","7","7","1","1","313","","","","728","728","728","IABJFMEL_02695","FNKIIBCC_02395","KLCLGNMD_02707","LJFBHMDO_01107","FJKEEGCC_02517","LCKBFCAL_02757","GLGINFII_01314"
"cobQ_1","","Cobyric acid synthase","7","7","1","1","140","","","","1484","1484","1484","IABJFMEL_03013","FNKIIBCC_02138","KLCLGNMD_00179","LJFBHMDO_00023","FJKEEGCC_00140","LCKBFCAL_02283","GLGINFII_00141"
"carA","","Carbamoyl-phosphate synthase small chain","7","7","1","3","90","","","","1130","1130","1130","IABJFMEL_03472","FNKIIBCC_03409","KLCLGNMD_03228","LJFBHMDO_03427","FJKEEGCC_03086","LCKBFCAL_03601","GLGINFII_03416"
"lepA","","Elongation factor 4","7","7","1","38","9","","","","1961","1961","1961","IABJFMEL_03086","FNKIIBCC_03104","KLCLGNMD_03250","LJFBHMDO_03088","FJKEEGCC_03147","LCKBFCAL_03368","GLGINFII_03907"
"prfA","","Peptide chain release factor 1","7","7","1","8","62","","","","1073","1073","1073","IABJFMEL_03121","FNKIIBCC_03127","KLCLGNMD_03337","LJFBHMDO_03192","FJKEEGCC_03170","LCKBFCAL_01488","GLGINFII_01522"
"eccC5_2","","ESX-5 secretion system protein EccC5","7","7","1","25","32","","","","1580","2711","2174","IABJFMEL_01775","FNKIIBCC_02265","KLCLGNMD_02196","LJFBHMDO_02208","FJKEEGCC_02337","LCKBFCAL_02243","GLGINFII_02445"
"group_140","","26 kDa periplasmic immunogenic protein","7","7","1","29","12","","","","722","836","787","IABJFMEL_02388","FNKIIBCC_02761","KLCLGNMD_02750","LJFBHMDO_02655","FJKEEGCC_02842","LCKBFCAL_02810","GLGINFII_02960"
"hpt","","Hypoxanthine-guanine phosphoribosyltransferase","7","7","1","29","13","","","","608","608","608","IABJFMEL_02387","FNKIIBCC_02760","KLCLGNMD_02749","LJFBHMDO_02654","FJKEEGCC_02843","LCKBFCAL_02809","GLGINFII_02961"
"dagK_1","","Diacylglycerol kinase","7","7","1","2","252","","","","929","929","929","IABJFMEL_00920","FNKIIBCC_00892","KLCLGNMD_00282","LJFBHMDO_00966","FJKEEGCC_00835","LCKBFCAL_00105","GLGINFII_00234"
"limB_2","","Limonene 1,2-monooxygenase","7","7","1","29","7","","","","1187","1187","1187","IABJFMEL_02393","FNKIIBCC_02766","KLCLGNMD_02755","LJFBHMDO_02660","FJKEEGCC_02837","LCKBFCAL_02815","GLGINFII_02955"
"atsA_1","","Arylsulfatase","7","7","1","1","376","","","","2363","2363","2363","IABJFMEL_01745","FNKIIBCC_01805","KLCLGNMD_00932","LJFBHMDO_02136","FJKEEGCC_01906","LCKBFCAL_00589","GLGINFII_00781"
"group_1404","","hypothetical protein","7","7","1","3","140","","","","674","674","674","IABJFMEL_02210","FNKIIBCC_03057","KLCLGNMD_02667","LJFBHMDO_00688","FJKEEGCC_03124","LCKBFCAL_03321","GLGINFII_01618"
"cobIJ","","Cobalamin biosynthesis protein CobIJ","7","7","1","14","31","","","","1526","1526","1526","IABJFMEL_02335","FNKIIBCC_01904","KLCLGNMD_02858","LJFBHMDO_02296","FJKEEGCC_02438","LCKBFCAL_02917","GLGINFII_02392"
"group_1406","","hypothetical protein","7","7","1","32","24","","","","311","311","311","IABJFMEL_02818","FNKIIBCC_02856","KLCLGNMD_03003","LJFBHMDO_02869","FJKEEGCC_02949","LCKBFCAL_03058","GLGINFII_03157"
"group_1407","","Putative diacyglycerol O-acyltransferase","7","7","1","7","70","","","","1355","1355","1355","IABJFMEL_00285","FNKIIBCC_00747","KLCLGNMD_00826","LJFBHMDO_00322","FJKEEGCC_00453","LCKBFCAL_00363","GLGINFII_00675"
"group_1408","","hypothetical protein","7","7","1","1","293","","","","389","389","389","IABJFMEL_03895","FNKIIBCC_02375","KLCLGNMD_02687","LJFBHMDO_01127","FJKEEGCC_02537","LCKBFCAL_02777","GLGINFII_03942"
"group_1409","","hypothetical protein","7","7","1","7","39","","","","575","575","575","IABJFMEL_00317","FNKIIBCC_00779","KLCLGNMD_00794","LJFBHMDO_00290","FJKEEGCC_00485","LCKBFCAL_00331","GLGINFII_00643"
"group_141","","hypothetical protein","7","7","1","9","36","","","","305","419","402","IABJFMEL_02418","FNKIIBCC_02470","KLCLGNMD_02780","LJFBHMDO_00992","FJKEEGCC_01066","LCKBFCAL_02719","GLGINFII_02926"
"group_1410","","hypothetical protein","7","7","1","1","285","","","","827","827","827","IABJFMEL_01505","FNKIIBCC_01483","KLCLGNMD_01869","LJFBHMDO_01687","FJKEEGCC_01581","LCKBFCAL_02176","GLGINFII_01333"
"menE","","putative 2-succinylbenzoate--CoA ligase","7","7","1","24","11","","","","1088","1088","1088","IABJFMEL_01990","FNKIIBCC_02098","KLCLGNMD_02407","LJFBHMDO_02451","FJKEEGCC_02194","LCKBFCAL_02433","GLGINFII_02603"
"tetC_2","","Transposon Tn10 TetC protein","7","7","1","11","70","","","","605","605","605","IABJFMEL_01889","FNKIIBCC_03005","KLCLGNMD_01758","LJFBHMDO_02357","FJKEEGCC_03062","LCKBFCAL_00911","GLGINFII_02107"
"degQ","","Periplasmic pH-dependent serine endoprotease DegQ","7","7","1","19","6","","","","1394","1394","1394","IABJFMEL_03233","FNKIIBCC_03236","KLCLGNMD_01555","LJFBHMDO_01262","FJKEEGCC_01121","LCKBFCAL_01812","GLGINFII_01843"
"group_1414","","hypothetical protein","7","7","1","39","9","","","","1427","1427","1427","IABJFMEL_03976","FNKIIBCC_03956","KLCLGNMD_03980","LJFBHMDO_03971","FJKEEGCC_03959","LCKBFCAL_03970","GLGINFII_03580"
"rihA","","Pyrimidine-specific ribonucleoside hydrolase RihA","7","7","1","1","56","","","","926","926","926","IABJFMEL_00218","FNKIIBCC_03569","KLCLGNMD_03586","LJFBHMDO_03503","FJKEEGCC_00619","LCKBFCAL_02938","GLGINFII_03764"
"pknF","","Serine/threonine-protein kinase PknF","7","7","1","15","9","","","","1430","1430","1430","IABJFMEL_03143","FNKIIBCC_03161","KLCLGNMD_03305","LJFBHMDO_03171","FJKEEGCC_03203","LCKBFCAL_01259","GLGINFII_01454"
"group_1417","","putative PPE family protein PPE29","7","7","1","9","90","","","","1271","1271","1271","IABJFMEL_02894","FNKIIBCC_03557","KLCLGNMD_03110","LJFBHMDO_03521","FJKEEGCC_02882","LCKBFCAL_03123","GLGINFII_03225"
"clgR","","Transcriptional regulator ClgR","7","7","1","18","46","","","","338","338","338","IABJFMEL_01333","FNKIIBCC_01163","KLCLGNMD_01624","LJFBHMDO_01444","FJKEEGCC_01190","LCKBFCAL_01954","GLGINFII_02036"
"group_1419","","hypothetical protein","7","7","1","1","154","","","","842","842","842","IABJFMEL_03027","FNKIIBCC_02152","KLCLGNMD_00165","LJFBHMDO_00037","FJKEEGCC_00126","LCKBFCAL_02297","GLGINFII_00127"
"xerC_2","","Tyrosine recombinase XerC","7","7","1","9","43","","","","896","947","939","IABJFMEL_02425","FNKIIBCC_02477","KLCLGNMD_02787","LJFBHMDO_00999","FJKEEGCC_01073","LCKBFCAL_02726","GLGINFII_02933"
"group_1420","","hypothetical protein","7","7","1","12","51","","","","1109","1109","1109","IABJFMEL_00719","FNKIIBCC_00666","KLCLGNMD_01377","LJFBHMDO_00754","FJKEEGCC_00782","LCKBFCAL_01042","GLGINFII_01254"
"group_1421","","hypothetical protein","7","7","1","36","14","","","","278","278","278","IABJFMEL_02939","FNKIIBCC_02950","KLCLGNMD_03142","LJFBHMDO_03007","FJKEEGCC_03027","LCKBFCAL_03277","GLGINFII_03337"
"fdxA_2","","Ferredoxin","7","7","1","16","33","","","","344","344","344","IABJFMEL_01693","FNKIIBCC_01738","KLCLGNMD_02168","LJFBHMDO_02112","FJKEEGCC_01811","LCKBFCAL_01737","GLGINFII_01765"
"lipY_2","","Triacylglycerol lipase","7","7","1","12","24","","","","1310","1310","1310","IABJFMEL_00692","FNKIIBCC_00639","KLCLGNMD_01404","LJFBHMDO_00781","FJKEEGCC_00809","LCKBFCAL_01015","GLGINFII_01281"
"map-1","","Methionine aminopeptidase 1","7","7","1","3","68","","","","800","800","800","IABJFMEL_02849","FNKIIBCC_02910","KLCLGNMD_03067","LJFBHMDO_02986","FJKEEGCC_02966","LCKBFCAL_03183","GLGINFII_01653"
"group_1425","","hypothetical protein","7","7","1","7","43","","","","821","821","821","IABJFMEL_00313","FNKIIBCC_00775","KLCLGNMD_00798","LJFBHMDO_00294","FJKEEGCC_00481","LCKBFCAL_00335","GLGINFII_00647"
